time,r
0,3.0
1,2.999847695156391
2,2.999390827019096
3,2.9986295347545737
4,2.9975640502598244
5,2.9961946980917453
6,2.9945218953682735
7,2.992546151641322
8,2.99026806874157
9,2.9876883405951378
10,2.984807753012208
11,2.9816271834476638
12,2.9781476007338057
13,2.9743700647852354
14,2.9702957262759964
15,2.965925826289068
16,2.961261695938319
17,2.9563047559630355
18,2.9510565162951536
19,2.945518575599317
20,2.9396926207859084
21,2.9335804264972016
22,2.9271838545667874
23,2.9205048534524405
24,2.9135454576426008
25,2.90630778703665
26,2.898794046299167
27,2.891006524188368
28,2.882947592858927
29,2.874619707139396
30,2.866025403784439
31,2.8571673007021126
32,2.848048096156426
33,2.838670567945424
34,2.8290375725550416
35,2.819152044288992
36,2.8090169943749475
37,2.798635510047293
38,2.788010753606722
39,2.777145961456971
40,2.766044443118978
41,2.754709580222772
42,2.743144825477394
43,2.7313537016191707
44,2.719339800338651
45,2.7071067811865475
46,2.6946583704589973
47,2.6819983600624986
48,2.6691306063588582
49,2.6560590289905073
50,2.6427876096865393
51,2.6293203910498377
52,2.615661475325658
53,2.6018150231520485
54,2.5877852522924734
55,2.573576436351046
56,2.5591929034707466
57,2.544639035015027
58,2.5299192642332047
59,2.5150380749100543
60,2.5
61,2.4848096202463372
62,2.4694715627858908
63,2.4539904997395467
64,2.4383711467890774
65,2.4226182617406993
66,2.4067366430758
67,2.390731128489274
68,2.374606593415912
69,2.3583679495453005
70,2.342020143325669
71,2.325568154457157
72,2.3090169943749475
73,2.2923717047227368
74,2.275637355816999
75,2.2588190451025207
76,2.241921895599668
77,2.224951054343865
78,2.2079116908177596
79,2.190808995376545
80,2.1736481776669305
81,2.1564344650402307
82,2.1391731009600656
83,2.1218693434051477
84,2.1045284632676533
85,2.087155742747658
86,2.0697564737441256
87,2.052335956242944
88,2.034899496702501
89,2.0174524064372834
90,2.0
91,1.9825475935627166
92,1.9651005032974993
93,1.9476640437570565
94,1.9302435262558746
95,1.9128442572523419
96,1.8954715367323467
97,1.8781306565948526
98,1.8608268990399346
99,1.843565534959769
100,1.8263518223330697
101,1.8091910046234552
102,1.7920883091822408
103,1.7750489456561351
104,1.7580781044003322
105,1.7411809548974793
106,1.724362644183001
107,1.7076282952772632
108,1.6909830056250525
109,1.6744318455428435
110,1.6579798566743313
111,1.6416320504546997
112,1.625393406584088
113,1.6092688715107264
114,1.5932633569241998
115,1.5773817382593007
116,1.5616288532109226
117,1.5460095002604533
118,1.5305284372141095
119,1.515190379753663
120,1.5000000000000002
121,1.4849619250899457
122,1.4700807357667953
123,1.4553609649849728
124,1.4408070965292534
125,1.4264235636489542
126,1.412214747707527
127,1.3981849768479515
128,1.3843385246743418
129,1.3706796089501627
130,1.3572123903134607
131,1.3439409710094925
132,1.3308693936411418
133,1.3180016399375016
134,1.305341629541003
135,1.2928932188134525
136,1.2806601996613487
137,1.2686462983808295
138,1.256855174522606
139,1.2452904197772279
140,1.233955556881022
141,1.2228540385430293
142,1.2119892463932782
143,1.2013644899527072
144,1.1909830056250525
145,1.1808479557110083
146,1.1709624274449584
147,1.161329432054576
148,1.1519519038435742
149,1.1428326992978879
150,1.1339745962155612
151,1.1253802928606043
152,1.1170524071410732
153,1.1089934758116322
154,1.101205953700833
155,1.09369221296335
156,1.0864545423573992
157,1.07949514654756
158,1.0728161454332126
159,1.0664195735027984
160,1.0603073792140916
161,1.0544814244006833
162,1.0489434837048464
163,1.0436952440369645
164,1.0387383040616813
165,1.0340741737109318
166,1.0297042737240036
167,1.0256299352147646
168,1.0218523992661943
169,1.0183728165523362
170,1.0151922469877919
171,1.0123116594048622
172,1.0097319312584299
173,1.007453848358678
174,1.0054781046317267
175,1.0038053019082545
176,1.0024359497401758
177,1.0013704652454263
178,1.0006091729809041
179,1.0001523048436087
180,1.0
181,1.0001523048436087
182,1.0006091729809041
183,1.0013704652454263
184,1.0024359497401756
185,1.0038053019082545
186,1.0054781046317265
187,1.007453848358678
188,1.0097319312584299
189,1.0123116594048622
190,1.0151922469877919
191,1.018372816552336
192,1.0218523992661943
193,1.0256299352147646
194,1.0297042737240036
195,1.0340741737109316
196,1.038738304061681
197,1.0436952440369645
198,1.0489434837048464
199,1.0544814244006833
200,1.0603073792140916
201,1.0664195735027984
202,1.0728161454332126
203,1.0794951465475595
204,1.0864545423573988
205,1.09369221296335
206,1.1012059537008327
207,1.1089934758116318
208,1.117052407141073
209,1.125380292860604
210,1.1339745962155614
211,1.1428326992978877
212,1.151951903843574
213,1.161329432054576
214,1.1709624274449582
215,1.180847955711008
216,1.1909830056250525
217,1.201364489952707
218,1.2119892463932778
219,1.222854038543029
220,1.233955556881022
221,1.245290419777228
222,1.2568551745226058
223,1.2686462983808293
224,1.280660199661349
225,1.2928932188134523
226,1.3053416295410025
227,1.318001639937501
228,1.3308693936411415
229,1.3439409710094923
230,1.3572123903134605
231,1.370679608950163
232,1.3843385246743418
233,1.3981849768479517
234,1.4122147477075266
235,1.4264235636489535
236,1.4408070965292528
237,1.455360964984973
238,1.4700807357667949
239,1.4849619250899457
240,1.4999999999999996
241,1.5151903797536632
242,1.5305284372141092
243,1.546009500260453
244,1.5616288532109222
245,1.5773817382593
246,1.5932633569241998
247,1.6092688715107262
248,1.6253934065840876
249,1.6416320504546993
250,1.6579798566743307
251,1.6744318455428433
252,1.6909830056250525
253,1.7076282952772628
254,1.7243626441830011
255,1.7411809548974793
256,1.7580781044003322
257,1.7750489456561347
258,1.7920883091822402
259,1.8091910046234545
260,1.8263518223330697
261,1.843565534959769
262,1.860826899039935
263,1.8781306565948528
264,1.8954715367323467
265,1.9128442572523419
266,1.9302435262558744
267,1.9476640437570556
268,1.9651005032974984
269,1.9825475935627166
270,1.9999999999999998
271,2.017452406437283
272,2.034899496702501
273,2.0523359562429437
274,2.069756473744125
275,2.0871557427476577
276,2.104528463267653
277,2.1218693434051477
278,2.1391731009600656
279,2.1564344650402307
280,2.17364817766693
281,2.1908089953765444
282,2.2079116908177587
283,2.224951054343865
284,2.2419218955996674
285,2.258819045102521
286,2.2756373558169996
287,2.2923717047227368
288,2.3090169943749475
289,2.3255681544571565
290,2.342020143325668
291,2.3583679495452996
292,2.374606593415912
293,2.3907311284892736
294,2.4067366430758006
295,2.4226182617406997
296,2.4383711467890774
297,2.4539904997395467
298,2.4694715627858903
299,2.4848096202463363
300,2.5
301,2.5150380749100543
302,2.5299192642332047
303,2.5446390350150265
304,2.559192903470746
305,2.573576436351046
306,2.587785252292473
307,2.601815023152048
308,2.6156614753256586
309,2.6293203910498377
310,2.6427876096865393
311,2.656059028990507
312,2.669130606358858
313,2.681998360062498
314,2.694658370458997
315,2.7071067811865475
316,2.719339800338651
317,2.7313537016191707
318,2.7431448254773945
319,2.754709580222772
320,2.766044443118978
321,2.7771459614569705
322,2.7880107536067213
323,2.798635510047293
324,2.8090169943749475
325,2.8191520442889915
326,2.829037572555041
327,2.838670567945424
328,2.8480480961564254
329,2.857167300702112
330,2.8660254037844384
331,2.874619707139396
332,2.882947592858927
333,2.891006524188368
334,2.8987940462991673
335,2.9063077870366496
336,2.9135454576426008
337,2.92050485345244
338,2.9271838545667874
339,2.9335804264972016
340,2.9396926207859084
341,2.9455185755993165
342,2.9510565162951536
343,2.9563047559630355
344,2.961261695938319
345,2.965925826289068
346,2.9702957262759964
347,2.9743700647852354
348,2.9781476007338057
349,2.9816271834476638
350,2.984807753012208
351,2.9876883405951378
352,2.99026806874157
353,2.992546151641322
354,2.9945218953682735
355,2.9961946980917453
356,2.9975640502598244
357,2.9986295347545737
358,2.999390827019096
359,2.999847695156391
360,3.0
361,2.999847695156391
362,2.999390827019096
363,2.9986295347545737
364,2.9975640502598244
365,2.9961946980917453
366,2.9945218953682735
367,2.992546151641322
368,2.99026806874157
369,2.9876883405951378
370,2.984807753012208
371,2.9816271834476638
372,2.9781476007338057
373,2.9743700647852354
374,2.9702957262759964
375,2.965925826289068
376,2.961261695938319
377,2.9563047559630355
378,2.9510565162951536
379,2.945518575599317
380,2.9396926207859084
381,2.9335804264972016
382,2.9271838545667874
383,2.9205048534524405
384,2.9135454576426008
385,2.90630778703665
386,2.898794046299167
387,2.891006524188368
388,2.882947592858927
389,2.874619707139396
390,2.866025403784439
391,2.8571673007021126
392,2.848048096156426
393,2.838670567945424
394,2.8290375725550416
395,2.819152044288992
396,2.8090169943749475
397,2.798635510047293
398,2.788010753606722
399,2.777145961456971
400,2.766044443118978
401,2.754709580222772
402,2.743144825477394
403,2.7313537016191707
404,2.719339800338651
405,2.7071067811865475
406,2.6946583704589973
407,2.6819983600624986
408,2.6691306063588582
409,2.6560590289905073
410,2.6427876096865393
411,2.6293203910498377
412,2.615661475325658
413,2.6018150231520485
414,2.5877852522924734
415,2.573576436351046
416,2.5591929034707466
417,2.544639035015027
418,2.5299192642332047
419,2.5150380749100543
420,2.5
421,2.4848096202463372
422,2.4694715627858908
423,2.4539904997395467
424,2.4383711467890774
425,2.4226182617406993
426,2.4067366430758
427,2.390731128489274
428,2.374606593415912
429,2.3583679495453005
430,2.342020143325669
431,2.325568154457157
432,2.3090169943749475
433,2.2923717047227368
434,2.275637355816999
435,2.2588190451025207
436,2.241921895599668
437,2.224951054343865
438,2.2079116908177596
439,2.190808995376545
440,2.1736481776669305
441,2.1564344650402307
442,2.1391731009600656
443,2.1218693434051477
444,2.1045284632676533
445,2.087155742747658
446,2.0697564737441256
447,2.052335956242944
448,2.034899496702501
449,2.0174524064372834
450,2.0
451,1.9825475935627166
452,1.9651005032974993
453,1.9476640437570565
454,1.9302435262558746
455,1.9128442572523419
456,1.8954715367323467
457,1.8781306565948526
458,1.8608268990399346
459,1.843565534959769
460,1.8263518223330697
461,1.8091910046234552
462,1.7920883091822408
463,1.7750489456561351
464,1.7580781044003322
465,1.7411809548974793
466,1.724362644183001
467,1.7076282952772632
468,1.6909830056250525
469,1.6744318455428435
470,1.6579798566743313
471,1.6416320504546997
472,1.625393406584088
473,1.6092688715107264
474,1.5932633569241998
475,1.5773817382593007
476,1.5616288532109226
477,1.5460095002604533
478,1.5305284372141095
479,1.515190379753663
480,1.5000000000000002
481,1.4849619250899457
482,1.4700807357667953
483,1.4553609649849728
484,1.4408070965292534
485,1.4264235636489542
486,1.412214747707527
487,1.3981849768479515
488,1.3843385246743418
489,1.3706796089501627
490,1.3572123903134607
491,1.3439409710094925
492,1.3308693936411418
493,1.3180016399375016
494,1.305341629541003
495,1.2928932188134525
496,1.2806601996613487
497,1.2686462983808295
498,1.256855174522606
499,1.2452904197772279
500,1.233955556881022
501,1.2228540385430293
502,1.2119892463932782
503,1.2013644899527072
504,1.1909830056250525
505,1.1808479557110083
506,1.1709624274449584
507,1.161329432054576
508,1.1519519038435742
509,1.1428326992978879
510,1.1339745962155612
511,1.1253802928606043
512,1.1170524071410732
513,1.1089934758116322
514,1.101205953700833
515,1.09369221296335
516,1.0864545423573992
517,1.07949514654756
518,1.0728161454332126
519,1.0664195735027984
520,1.0603073792140916
521,1.0544814244006833
522,1.0489434837048464
523,1.0436952440369645
524,1.0387383040616813
525,1.0340741737109318
526,1.0297042737240036
527,1.0256299352147646
528,1.0218523992661943
529,1.0183728165523362
530,1.0151922469877919
531,1.0123116594048622
532,1.0097319312584299
533,1.007453848358678
534,1.0054781046317267
535,1.0038053019082545
536,1.0024359497401758
537,1.0013704652454263
538,1.0006091729809041
539,1.0001523048436087
540,1.0
541,1.0001523048436087
542,1.0006091729809041
543,1.0013704652454263
544,1.0024359497401756
545,1.0038053019082545
546,1.0054781046317265
547,1.007453848358678
548,1.0097319312584299
549,1.0123116594048622
550,1.0151922469877919
551,1.018372816552336
552,1.0218523992661943
553,1.0256299352147646
554,1.0297042737240036
555,1.0340741737109316
556,1.038738304061681
557,1.0436952440369645
558,1.0489434837048464
559,1.0544814244006833
560,1.0603073792140916
561,1.0664195735027984
562,1.0728161454332126
563,1.0794951465475595
564,1.0864545423573988
565,1.09369221296335
566,1.1012059537008327
567,1.1089934758116318
568,1.117052407141073
569,1.125380292860604
570,1.1339745962155614
571,1.1428326992978877
572,1.151951903843574
573,1.161329432054576
574,1.1709624274449582
575,1.180847955711008
576,1.1909830056250525
577,1.201364489952707
578,1.2119892463932778
579,1.222854038543029
580,1.233955556881022
581,1.245290419777228
582,1.2568551745226058
583,1.2686462983808293
584,1.280660199661349
585,1.2928932188134523
586,1.3053416295410025
587,1.318001639937501
588,1.3308693936411415
589,1.3439409710094923
590,1.3572123903134605
591,1.370679608950163
592,1.3843385246743418
593,1.3981849768479517
594,1.4122147477075266
595,1.4264235636489535
596,1.4408070965292528
597,1.455360964984973
598,1.4700807357667949
599,1.4849619250899457
600,1.4999999999999996
601,1.5151903797536632
602,1.5305284372141092
603,1.546009500260453
604,1.5616288532109222
605,1.5773817382593
606,1.5932633569241998
607,1.6092688715107262
608,1.6253934065840876
609,1.6416320504546993
610,1.6579798566743307
611,1.6744318455428433
612,1.6909830056250525
613,1.7076282952772628
614,1.7243626441830011
615,1.7411809548974793
616,1.7580781044003322
617,1.7750489456561347
618,1.7920883091822402
619,1.8091910046234545
620,1.8263518223330697
621,1.843565534959769
622,1.860826899039935
623,1.8781306565948528
624,1.8954715367323467
625,1.9128442572523419
626,1.9302435262558744
627,1.9476640437570556
628,1.9651005032974984
629,1.9825475935627166
630,1.9999999999999998
631,2.017452406437283
632,2.034899496702501
633,2.0523359562429437
634,2.069756473744125
635,2.0871557427476577
636,2.104528463267653
637,2.1218693434051477
638,2.1391731009600656
639,2.1564344650402307
640,2.17364817766693
641,2.1908089953765444
642,2.2079116908177587
643,2.224951054343865
644,2.2419218955996674
645,2.258819045102521
646,2.2756373558169996
647,2.2923717047227368
648,2.3090169943749475
649,2.3255681544571565
650,2.342020143325668
651,2.3583679495452996
652,2.374606593415912
653,2.3907311284892736
654,2.4067366430758006
655,2.4226182617406997
656,2.4383711467890774
657,2.4539904997395467
658,2.4694715627858903
659,2.4848096202463363
660,2.5
661,2.5150380749100543
662,2.5299192642332047
663,2.5446390350150265
664,2.559192903470746
665,2.573576436351046
666,2.587785252292473
667,2.601815023152048
668,2.6156614753256586
669,2.6293203910498377
670,2.6427876096865393
671,2.656059028990507
672,2.669130606358858
673,2.681998360062498
674,2.694658370458997
675,2.7071067811865475
676,2.719339800338651
677,2.7313537016191707
678,2.7431448254773945
679,2.754709580222772
680,2.766044443118978
681,2.7771459614569705
682,2.7880107536067213
683,2.798635510047293
684,2.8090169943749475
685,2.8191520442889915
686,2.829037572555041
687,2.838670567945424
688,2.8480480961564254
689,2.857167300702112
690,2.8660254037844384
691,2.874619707139396
692,2.882947592858927
693,2.891006524188368
694,2.8987940462991673
695,2.9063077870366496
696,2.9135454576426008
697,2.92050485345244
698,2.9271838545667874
699,2.9335804264972016
700,2.9396926207859084
701,2.9455185755993165
702,2.9510565162951536
703,2.9563047559630355
704,2.961261695938319
705,2.965925826289068
706,2.9702957262759964
707,2.9743700647852354
708,2.9781476007338057
709,2.9816271834476638
710,2.984807753012208
711,2.9876883405951378
712,2.99026806874157
713,2.992546151641322
714,2.9945218953682735
715,2.9961946980917453
716,2.9975640502598244
717,2.9986295347545737
718,2.999390827019096
719,2.999847695156391
